場所,芝ダ,距離,種牡馬,母数,勝利数,複勝数,単勝率,複勝率
中京,ダ,1800,ヴィクトワールピサ,4,0,1,0.0,0.25
中京,ダ,1900,American Pharoah,2,1,2,0.5,1.0
中京,ダ,1900,Arrogate,1,0,0,0.0,0.0
中京,ダ,1900,Bernardini,1,0,0,0.0,0.0
中京,ダ,1900,Curlin,1,0,0,0.0,0.0
中京,ダ,1900,Kitten's Joy,1,0,0,0.0,0.0
中京,ダ,1900,Kizuna,2,0,0,0.0,0.0
中京,ダ,1900,Malibu Moon,1,0,0,0.0,0.0
中京,ダ,1900,Mendelssohn,1,0,0,0.0,0.0
中京,ダ,1900,Pioneerof the Nile,1,1,1,1.0,1.0
中京,ダ,1900,Violence,1,0,0,0.0,0.0
中京,ダ,1900,War Front,1,0,0,0.0,0.0
中京,ダ,1900,Will Take Charge,1,0,0,0.0,0.0
中京,ダ,1900,アイルハヴアナザー,5,1,2,0.2,0.4
中京,ダ,1900,アジアエクスプレス,1,0,0,0.0,0.0
中京,ダ,1900,アスカクリチャン,1,0,0,0.0,0.0
中京,ダ,1900,アメリカンペイトリオット,3,0,0,0.0,0.0
中京,ダ,1900,エイシンヒカリ,1,0,1,0.0,1.0
中京,ダ,1900,エイシンフラッシュ,3,0,0,0.0,0.0
中京,ダ,1900,エスケンデレヤ,2,0,1,0.0,0.5
中京,ダ,1900,エスポワールシチー,1,0,0,0.0,0.0
中京,ダ,1900,エピファネイア,10,1,3,0.1,0.3
中京,ダ,1900,オルフェーヴル,5,0,1,0.0,0.2
中京,ダ,1900,オールステイ,4,0,0,0.0,0.0
中京,ダ,1900,カジノドライヴ,2,0,0,0.0,0.0
中京,ダ,1900,カレンブラックヒル,2,0,0,0.0,0.0
中京,ダ,1900,キズナ,18,2,7,0.1111,0.3889
中京,ダ,1900,キタサンブラック,2,1,1,0.5,0.5
中京,ダ,1900,キモンノカシワ,3,0,0,0.0,0.0
中京,ダ,1900,キングカメハメハ,12,2,4,0.1667,0.3333
中京,ダ,1900,キンシャサノキセキ,10,1,2,0.1,0.2
中京,ダ,1900,クリエイター2,3,0,0,0.0,0.0
中京,ダ,1900,クロフネ,4,0,0,0.0,0.0
中京,ダ,1900,グランプリボス,1,0,0,0.0,0.0
中京,ダ,1900,ケープブランコ,1,0,0,0.0,0.0
中京,ダ,1900,コパノリッキー,7,1,1,0.1429,0.1429
中京,ダ,1900,ゴールドアリュール,1,0,0,0.0,0.0
中京,ダ,1900,ゴールドシップ,4,0,0,0.0,0.0
中京,ダ,1900,サトノクラウン,1,0,0,0.0,0.0
中京,ダ,1900,サトノダイヤモンド,1,0,0,0.0,0.0
中京,ダ,1900,ザファクター,3,0,1,0.0,0.3333
中京,ダ,1900,シニスターミニスター,6,0,2,0.0,0.3333
中京,ダ,1900,シルバーステート,1,1,1,1.0,1.0
中京,ダ,1900,シンボリクリスエス,2,0,0,0.0,0.0
中京,ダ,1900,ジャスタウェイ,10,0,2,0.0,0.2
中京,ダ,1900,ジャングルポケット,2,0,0,0.0,0.0
中京,ダ,1900,スクリーンヒーロー,1,0,1,0.0,1.0
中京,ダ,1900,スズカコーズウェイ,1,0,0,0.0,0.0
中京,ダ,1900,スピルバーグ,1,0,0,0.0,0.0
中京,ダ,1900,スマートファルコン,3,0,0,0.0,0.0
中京,ダ,1900,タイムパラドックス,2,0,1,0.0,0.5
中京,ダ,1900,ダイワメジャー,6,0,3,0.0,0.5
中京,ダ,1900,ダノンレジェンド,3,0,0,0.0,0.0
中京,ダ,1900,ダンカーク,6,2,2,0.3333,0.3333
中京,ダ,1900,ディスクリートキャット,3,1,1,0.3333,0.3333
中京,ダ,1900,ディープインパクト,4,0,0,0.0,0.0
中京,ダ,1900,ディープブリランテ,1,0,0,0.0,0.0
中京,ダ,1900,トゥザグローリー,1,0,0,0.0,0.0
中京,ダ,1900,トーセンジョーダン,1,0,0,0.0,0.0
中京,ダ,1900,トーセンホマレボシ,2,0,1,0.0,0.5
中京,ダ,1900,トーセンラー,1,0,0,0.0,0.0
中京,ダ,1900,ドゥラメンテ,6,0,1,0.0,0.1667
中京,ダ,1900,ドレフォン,6,0,1,0.0,0.1667
中京,ダ,1900,ナムラタイタン,1,0,0,0.0,0.0
中京,ダ,1900,ニシケンモノノフ,1,0,0,0.0,0.0
中京,ダ,1900,ニホンピロアワーズ,2,0,0,0.0,0.0
中京,ダ,1900,ハーツクライ,14,2,6,0.1429,0.4286
中京,ダ,1900,ハービンジャー,2,0,0,0.0,0.0
中京,ダ,1900,バゴ,3,0,1,0.0,0.3333
中京,ダ,1900,バトルプラン,2,0,0,0.0,0.0
中京,ダ,1900,バンドワゴン,2,0,1,0.0,0.5
中京,ダ,1900,パイロ,13,2,3,0.1538,0.2308
中京,ダ,1900,ビーチパトロール,1,0,0,0.0,0.0
中京,ダ,1900,フェノーメノ,1,0,0,0.0,0.0
中京,ダ,1900,フリオーソ,5,0,1,0.0,0.2
中京,ダ,1900,ブラックタイド,4,0,1,0.0,0.25
中京,ダ,1900,プリサイスエンド,1,0,0,0.0,0.0
中京,ダ,1900,ヘニーヒューズ,11,2,6,0.1818,0.5455
中京,ダ,1900,ベルシャザール,5,1,1,0.2,0.2
中京,ダ,1900,ホッコータルマエ,15,0,4,0.0,0.2667
中京,ダ,1900,マインドユアビスケッツ,3,0,1,0.0,0.3333
中京,ダ,1900,マクフィ,7,1,1,0.1429,0.1429
中京,ダ,1900,マジェスティックウォリアー,6,0,0,0.0,0.0
中京,ダ,1900,メイショウボーラー,2,1,1,0.5,0.5
中京,ダ,1900,モンテロッソ,2,1,1,0.5,0.5
中京,ダ,1900,モーリス,2,0,0,0.0,0.0
中京,ダ,1900,ヨハネスブルグ,2,0,0,0.0,0.0
中京,ダ,1900,ラニ,2,0,0,0.0,0.0
中京,ダ,1900,ラブリーデイ,3,0,0,0.0,0.0
中京,ダ,1900,リアルインパクト,5,0,0,0.0,0.0
中京,ダ,1900,リアルスティール,4,0,1,0.0,0.25
中京,ダ,1900,リオンディーズ,2,0,0,0.0,0.0
中京,ダ,1900,ルーラーシップ,10,0,0,0.0,0.0
中京,ダ,1900,ロージズインメイ,2,0,1,0.0,0.5
中京,ダ,1900,ローズキングダム,3,0,0,0.0,0.0
中京,ダ,1900,ロードカナロア,2,0,0,0.0,0.0
中京,ダ,1900,ワンアンドオンリー,2,0,2,0.0,1.0
中京,ダ,1900,ワールドエース,1,0,0,0.0,0.0
中京,ダ,1900,ヴィクトワールピサ,1,0,0,0.0,0.0
中京,芝,1200,Dark Angel,4,2,2,0.5,0.5
中京,芝,1200,Declaration of War,2,0,1,0.0,0.5
中京,芝,1200,Frankel,3,0,0,0.0,0.0
中京,芝,1200,Gun Runner,1,0,0,0.0,0.0
中京,芝,1200,Into Mischief,1,0,0,0.0,0.0
中京,芝,1200,Invincible Spirit,1,0,0,0.0,0.0
中京,芝,1200,Medaglia d'Oro,1,0,0,0.0,0.0
中京,芝,1200,Siyouni,1,0,0,0.0,0.0
中京,芝,1200,Snitzel,1,0,1,0.0,1.0
中京,芝,1200,アジアエクスプレス,2,0,1,0.0,0.5
中京,芝,1200,アドマイヤコジーン,1,0,0,0.0,0.0
中京,芝,1200,アドマイヤムーン,4,0,2,0.0,0.5
中京,芝,1200,アメリカンペイトリオット,3,0,0,0.0,0.0
中京,芝,1200,アンライバルド,2,0,0,0.0,0.0
中京,芝,1200,イスラボニータ,2,0,0,0.0,0.0
中京,芝,1200,エイシンヒカリ,5,0,2,0.0,0.4
中京,芝,1200,エイシンフラッシュ,7,0,0,0.0,0.0
中京,芝,1200,エピファネイア,13,0,0,0.0,0.0
中京,芝,1200,オルフェーヴル,11,2,3,0.1818,0.2727
中京,芝,1200,カレンブラックヒル,3,0,0,0.0,0.0
中京,芝,1200,キズナ,19,0,6,0.0,0.3158
中京,芝,1200,キタサンブラック,3,1,2,0.3333,0.6667
中京,芝,1200,キングカメハメハ,1,0,0,0.0,0.0
中京,芝,1200,キンシャサノキセキ,13,1,3,0.0769,0.2308
中京,芝,1200,クリエイター2,2,0,0,0.0,0.0
中京,芝,1200,クロフネ,6,1,2,0.1667,0.3333
中京,芝,1200,グランプリボス,1,0,0,0.0,0.0
中京,芝,1200,ケープブランコ,3,0,1,0.0,0.3333
中京,芝,1200,コパノリチャード,1,0,0,0.0,0.0
中京,芝,1200,コパノリッキー,1,0,0,0.0,0.0
中京,芝,1200,ゴールドアリュール,2,0,0,0.0,0.0
中京,芝,1200,サトノアラジン,3,0,0,0.0,0.0
中京,芝,1200,サトノクラウン,2,0,1,0.0,0.5
中京,芝,1200,ザファクター,3,0,0,0.0,0.0
中京,芝,1200,シャンハイボビー,1,0,0,0.0,0.0
中京,芝,1200,ショウナンカンプ,1,0,0,0.0,0.0
中京,芝,1200,シルポート,1,0,0,0.0,0.0
中京,芝,1200,ジャスタウェイ,2,0,0,0.0,0.0
中京,芝,1200,ジョーカプチーノ,7,0,1,0.0,0.1429
中京,芝,1200,スクリーンヒーロー,2,0,1,0.0,0.5
中京,芝,1200,スピルバーグ,1,0,0,0.0,0.0
中京,芝,1200,ダイワメジャー,17,4,6,0.2353,0.3529
中京,芝,1200,ダノンレジェンド,4,0,0,0.0,0.0
中京,芝,1200,ディープインパクト,9,1,2,0.1111,0.2222
中京,芝,1200,ディープブリランテ,3,1,2,0.3333,0.6667
中京,芝,1200,デクラレーションオブウォー,2,0,0,0.0,0.0
中京,芝,1200,トゥザグローリー,1,0,0,0.0,0.0
中京,芝,1200,トーセンジョーダン,1,0,0,0.0,0.0
中京,芝,1200,トーセンラー,1,1,1,1.0,1.0
中京,芝,1200,トーホウジャッカル,1,0,1,0.0,1.0
中京,芝,1200,ドゥラメンテ,4,0,0,0.0,0.0
中京,芝,1200,ドレフォン,5,0,1,0.0,0.2
中京,芝,1200,ノヴェリスト,1,0,0,0.0,0.0
中京,芝,1200,ハーツクライ,1,0,0,0.0,0.0
中京,芝,1200,ハービンジャー,8,0,1,0.0,0.125
中京,芝,1200,パイロ,1,0,0,0.0,0.0
中京,芝,1200,パドトロワ,1,0,0,0.0,0.0
中京,芝,1200,ビッグアーサー,10,1,3,0.1,0.3
中京,芝,1200,ファインニードル,1,1,1,1.0,1.0
中京,芝,1200,ブラックタイド,6,0,0,0.0,0.0
中京,芝,1200,ヘニーヒューズ,2,0,0,0.0,0.0
中京,芝,1200,ベーカバド,1,0,0,0.0,0.0
中京,芝,1200,ホッコータルマエ,1,0,0,0.0,0.0
中京,芝,1200,マクフィ,4,0,2,0.0,0.5
中京,芝,1200,マジェスティックウォリアー,1,0,0,0.0,0.0
中京,芝,1200,マツリダゴッホ,2,0,0,0.0,0.0
中京,芝,1200,マンハッタンカフェ,2,0,1,0.0,0.5
中京,芝,1200,ミキノバンジョー,2,0,0,0.0,0.0
中京,芝,1200,ミッキーアイル,7,0,0,0.0,0.0
中京,芝,1200,メイショウサムソン,3,0,0,0.0,0.0
中京,芝,1200,メイショウボーラー,2,0,1,0.0,0.5
中京,芝,1200,モンテロッソ,1,1,1,1.0,1.0
中京,芝,1200,モーリス,11,0,1,0.0,0.0909
中京,芝,1200,ヤマカツエース,1,0,0,0.0,0.0
中京,芝,1200,ラブリーデイ,3,0,0,0.0,0.0
中京,芝,1200,リアルインパクト,3,0,1,0.0,0.3333
中京,芝,1200,リオンディーズ,5,0,1,0.0,0.2
中京,芝,1200,リヤンドファミユ,1,0,1,0.0,1.0
中京,芝,1200,リーチザクラウン,2,0,0,0.0,0.0
中京,芝,1200,ルーラーシップ,3,0,1,0.0,0.3333
中京,芝,1200,ロゴタイプ,1,0,0,0.0,0.0
中京,芝,1200,ロージズインメイ,2,0,0,0.0,0.0
中京,芝,1200,ロードカナロア,39,4,5,0.1026,0.1282
中京,芝,1200,ロードバリオス,1,0,0,0.0,0.0
中京,芝,1200,ワールドエース,1,0,1,0.0,1.0
中京,芝,1200,ヴィクトワールピサ,4,1,3,0.25,0.75
中京,芝,1400,Bayern,1,0,0,0.0,0.0
中京,芝,1400,Dark Angel,4,0,0,0.0,0.0
中京,芝,1400,Dubawi,2,1,1,0.5,0.5
中京,芝,1400,Frankel,5,1,1,0.2,0.2
中京,芝,1400,Frosted,1,0,1,0.0,1.0
中京,芝,1400,Gleneagles,1,0,0,0.0,0.0
中京,芝,1400,Gun Runner,1,0,0,0.0,0.0
中京,芝,1400,Havana Grey,1,0,0,0.0,0.0
中京,芝,1400,Practical Joke,1,0,0,0.0,0.0
中京,芝,1400,Raven's Pass,5,0,0,0.0,0.0
中京,芝,1400,Showcasing,1,0,1,0.0,1.0
中京,芝,1400,Speightstown,1,0,0,0.0,0.0
中京,芝,1400,アイルハヴアナザー,3,1,1,0.3333,0.3333
中京,芝,1400,アグネスデジタル,1,0,0,0.0,0.0
中京,芝,1400,アジアエクスプレス,1,0,0,0.0,0.0
中京,芝,1400,アドマイヤムーン,3,0,0,0.0,0.0
中京,芝,1400,アメリカンペイトリオット,3,1,2,0.3333,0.6667
中京,芝,1400,イスラボニータ,11,0,4,0.0,0.3636
中京,芝,1400,エイシンヒカリ,6,0,1,0.0,0.1667
中京,芝,1400,エイシンフラッシュ,1,0,0,0.0,0.0
中京,芝,1400,エスケンデレヤ,1,0,0,0.0,0.0
中京,芝,1400,エスポワールシチー,1,0,0,0.0,0.0
中京,芝,1400,エピファネイア,20,2,4,0.1,0.2
中京,芝,1400,オルフェーヴル,8,0,2,0.0,0.25
中京,芝,1400,カレンブラックヒル,2,0,0,0.0,0.0
中京,芝,1400,キズナ,29,2,9,0.069,0.3103
中京,芝,1400,キタサンブラック,13,0,0,0.0,0.0
中京,芝,1400,キングカメハメハ,2,0,0,0.0,0.0
中京,芝,1400,キンシャサノキセキ,8,0,0,0.0,0.0
中京,芝,1400,クリエイター2,1,0,0,0.0,0.0
中京,芝,1400,クリーンエコロジー,1,0,0,0.0,0.0
中京,芝,1400,グランプリボス,1,0,0,0.0,0.0
中京,芝,1400,グレーターロンドン,2,0,0,0.0,0.0
中京,芝,1400,コパノリッキー,1,0,0,0.0,0.0
中京,芝,1400,ゴールドアリュール,1,0,0,0.0,0.0
中京,芝,1400,サトノアラジン,2,0,0,0.0,0.0
中京,芝,1400,サトノクラウン,2,0,0,0.0,0.0
中京,芝,1400,サトノダイヤモンド,2,1,1,0.5,0.5
中京,芝,1400,ザファクター,1,0,0,0.0,0.0
中京,芝,1400,シャンハイボビー,6,0,1,0.0,0.1667
中京,芝,1400,シルバーステート,6,0,2,0.0,0.3333
中京,芝,1400,シルポート,1,0,0,0.0,0.0
中京,芝,1400,シンボリクリスエス,1,0,0,0.0,0.0
中京,芝,1400,ジャスタウェイ,3,0,0,0.0,0.0
中京,芝,1400,ジャングルポケット,1,0,0,0.0,0.0
中京,芝,1400,ジョーカプチーノ,1,0,0,0.0,0.0
中京,芝,1400,スウェプトオーヴァーボード,1,0,0,0.0,0.0
中京,芝,1400,スクリーンヒーロー,2,0,0,0.0,0.0
中京,芝,1400,スズカフェニックス,1,0,0,0.0,0.0
中京,芝,1400,スピルバーグ,1,0,0,0.0,0.0
中京,芝,1400,タニノギムレット,3,0,1,0.0,0.3333
中京,芝,1400,ダイワメジャー,30,3,9,0.1,0.3
中京,芝,1400,ダノンシャンティ,2,0,0,0.0,0.0
中京,芝,1400,ダノンシャーク,1,0,0,0.0,0.0
中京,芝,1400,ダノンレジェンド,1,0,0,0.0,0.0
中京,芝,1400,ディスクリートキャット,3,0,0,0.0,0.0
中京,芝,1400,ディープインパクト,17,3,5,0.1765,0.2941
中京,芝,1400,ディープブリランテ,1,0,0,0.0,0.0
中京,芝,1400,デクラレーションオブウォー,1,0,0,0.0,0.0
中京,芝,1400,トゥザグローリー,4,0,2,0.0,0.5
中京,芝,1400,トゥザワールド,1,0,0,0.0,0.0
中京,芝,1400,トーセンラー,3,0,0,0.0,0.0
中京,芝,1400,トーホウジャッカル,5,0,2,0.0,0.4
中京,芝,1400,ドゥラメンテ,16,2,2,0.125,0.125
中京,芝,1400,ドリームジャーニー,3,0,0,0.0,0.0
中京,芝,1400,ドレフォン,7,0,0,0.0,0.0
中京,芝,1400,ニシケンモノノフ,2,1,2,0.5,1.0
中京,芝,1400,ノヴェリスト,2,0,0,0.0,0.0
中京,芝,1400,ハーツクライ,14,2,4,0.1429,0.2857
中京,芝,1400,ハービンジャー,17,1,3,0.0588,0.1765
中京,芝,1400,バトルプラン,1,0,0,0.0,0.0
中京,芝,1400,パドトロワ,2,0,0,0.0,0.0
中京,芝,1400,ビッグアーサー,5,0,0,0.0,0.0
中京,芝,1400,ファインニードル,1,0,0,0.0,0.0
中京,芝,1400,フェノーメノ,1,0,0,0.0,0.0
中京,芝,1400,ブラックタイド,6,0,2,0.0,0.3333
中京,芝,1400,ブリックスアンドモルタル,1,0,0,0.0,0.0
中京,芝,1400,ヘニーヒューズ,2,1,1,0.5,0.5
中京,芝,1400,マインドユアビスケッツ,2,0,1,0.0,0.5
中京,芝,1400,マクフィ,7,0,1,0.0,0.1429
中京,芝,1400,マジェスティックウォリアー,2,0,0,0.0,0.0
中京,芝,1400,マツリダゴッホ,5,0,0,0.0,0.0
中京,芝,1400,ミキノバンジョー,1,0,0,0.0,0.0
中京,芝,1400,ミッキーアイル,3,0,0,0.0,0.0
中京,芝,1400,メイショウサムソン,3,0,0,0.0,0.0
中京,芝,1400,メイショウボーラー,3,0,0,0.0,0.0
中京,芝,1400,モーリス,20,4,8,0.2,0.4
中京,芝,1400,ラニ,1,0,0,0.0,0.0
中京,芝,1400,ラブリーデイ,1,0,0,0.0,0.0
中京,芝,1400,リアルインパクト,1,0,1,0.0,1.0
中京,芝,1400,リアルスティール,1,0,0,0.0,0.0
中京,芝,1400,リオンディーズ,15,1,3,0.0667,0.2
中京,芝,1400,リーチザクラウン,3,0,0,0.0,0.0
中京,芝,1400,ルーラーシップ,10,1,4,0.1,0.4
中京,芝,1400,レッドスパーダ,1,0,0,0.0,0.0
中京,芝,1400,ローエングリン,3,0,0,0.0,0.0
中京,芝,1400,ローズキングダム,4,0,1,0.0,0.25
中京,芝,1400,ロードカナロア,25,4,7,0.16,0.28
中京,芝,1400,ワークフォース,1,0,0,0.0,0.0
中京,芝,1400,ワールドエース,8,0,2,0.0,0.25
中京,芝,1400,ヴァンセンヌ,2,0,1,0.0,0.5
中京,芝,1400,ヴィクトワールピサ,5,0,3,0.0,0.6
中京,芝,1600,Bayern,1,0,0,0.0,0.0
中京,芝,1600,Constitution,1,0,0,0.0,0.0
中京,芝,1600,Dubawi,1,0,0,0.0,0.0
中京,芝,1600,Farhh,1,0,1,0.0,1.0
中京,芝,1600,Frankel,3,1,1,0.3333,0.3333
中京,芝,1600,Goldencents,1,0,1,0.0,1.0
中京,芝,1600,Invincible Spirit,1,0,0,0.0,0.0
中京,芝,1600,Kingman,1,0,0,0.0,0.0
中京,芝,1600,Kitten's Joy,1,0,0,0.0,0.0
中京,芝,1600,Medaglia d'Oro,1,0,0,0.0,0.0
中京,芝,1600,Optimizer,1,0,1,0.0,1.0
中京,芝,1600,Roaring Lion,1,0,0,0.0,0.0
中京,芝,1600,Showcasing,1,0,1,0.0,1.0
中京,芝,1600,Siyouni,2,0,2,0.0,1.0
中京,芝,1600,アイルハヴアナザー,1,0,0,0.0,0.0
中京,芝,1600,アジアエクスプレス,3,0,1,0.0,0.3333
中京,芝,1600,アドマイヤムーン,5,0,0,0.0,0.0
中京,芝,1600,アメリカンペイトリオット,1,0,0,0.0,0.0
中京,芝,1600,イスラボニータ,11,2,6,0.1818,0.5455
中京,芝,1600,ウインバリアシオン,1,0,0,0.0,0.0
中京,芝,1600,エイシンヒカリ,2,0,1,0.0,0.5
中京,芝,1600,エイシンフラッシュ,8,0,0,0.0,0.0
中京,芝,1600,エピファネイア,34,1,6,0.0294,0.1765
中京,芝,1600,オルフェーヴル,11,0,2,0.0,0.1818
中京,芝,1600,カレンブラックヒル,3,0,1,0.0,0.3333
中京,芝,1600,キズナ,25,6,7,0.24,0.28
中京,芝,1600,キタサンブラック,11,1,2,0.0909,0.1818
中京,芝,1600,キングカメハメハ,3,0,0,0.0,0.0
中京,芝,1600,キンシャサノキセキ,6,0,0,0.0,0.0
中京,芝,1600,クレスコグランド,1,0,0,0.0,0.0
中京,芝,1600,クロフネ,1,1,1,1.0,1.0
中京,芝,1600,グラスワンダー,1,1,1,1.0,1.0
中京,芝,1600,グレーターロンドン,1,1,1,1.0,1.0
中京,芝,1600,コパノリチャード,1,0,0,0.0,0.0
中京,芝,1600,コパノリッキー,2,0,0,0.0,0.0
中京,芝,1600,ゴールドシップ,7,0,0,0.0,0.0
中京,芝,1600,ゴールドヘイロー,1,0,0,0.0,0.0
中京,芝,1600,サクラオールイン,1,0,0,0.0,0.0
中京,芝,1600,サトノアラジン,2,0,1,0.0,0.5
中京,芝,1600,サトノダイヤモンド,1,0,0,0.0,0.0
中京,芝,1600,ザファクター,3,0,1,0.0,0.3333
中京,芝,1600,シャンハイボビー,1,0,0,0.0,0.0
中京,芝,1600,シルバーステート,12,1,5,0.0833,0.4167
中京,芝,1600,ジャスタウェイ,7,1,2,0.1429,0.2857
中京,芝,1600,ジャングルポケット,1,0,0,0.0,0.0
中京,芝,1600,ジョーカプチーノ,2,0,0,0.0,0.0
中京,芝,1600,スクリーンヒーロー,4,0,0,0.0,0.0
中京,芝,1600,ストロングリターン,2,0,0,0.0,0.0
中京,芝,1600,スピルバーグ,3,0,0,0.0,0.0
中京,芝,1600,ゼンノロブロイ,2,0,0,0.0,0.0
中京,芝,1600,タニノギムレット,2,0,0,0.0,0.0
中京,芝,1600,ダイワメジャー,17,2,4,0.1176,0.2353
中京,芝,1600,ダノンバラード,3,0,0,0.0,0.0
中京,芝,1600,ダンカーク,1,0,0,0.0,0.0
中京,芝,1600,ディスクリートキャット,5,1,3,0.2,0.6
中京,芝,1600,ディープインパクト,42,5,10,0.119,0.2381
中京,芝,1600,ディープブリランテ,1,0,0,0.0,0.0
中京,芝,1600,ディーマジェスティ,5,0,2,0.0,0.4
中京,芝,1600,デクラレーションオブウォー,2,0,1,0.0,0.5
中京,芝,1600,トゥザグローリー,2,0,0,0.0,0.0
中京,芝,1600,トゥザワールド,1,0,0,0.0,0.0
中京,芝,1600,トウケイヘイロー,1,0,0,0.0,0.0
中京,芝,1600,トーセンラー,1,0,1,0.0,1.0
中京,芝,1600,トーホウジャッカル,3,0,3,0.0,1.0
中京,芝,1600,ドゥラメンテ,18,1,8,0.0556,0.4444
中京,芝,1600,ドリームジャーニー,2,0,0,0.0,0.0
中京,芝,1600,ドレフォン,8,2,3,0.25,0.375
中京,芝,1600,ニシケンモノノフ,2,0,0,0.0,0.0
中京,芝,1600,ノヴェリスト,3,0,0,0.0,0.0
中京,芝,1600,ハーツクライ,21,0,3,0.0,0.1429
中京,芝,1600,ハービンジャー,10,0,2,0.0,0.2
中京,芝,1600,バゴ,7,2,3,0.2857,0.4286
中京,芝,1600,パイロ,1,0,0,0.0,0.0
中京,芝,1600,ビッグアーサー,2,0,0,0.0,0.0
中京,芝,1600,ファインニードル,1,0,0,0.0,0.0
中京,芝,1600,フェノーメノ,2,0,0,0.0,0.0
中京,芝,1600,ブラックタイド,3,1,1,0.3333,0.3333
中京,芝,1600,ヘニーヒューズ,1,0,0,0.0,0.0
中京,芝,1600,ベルシャザール,1,0,0,0.0,0.0
中京,芝,1600,ベーカバド,2,0,0,0.0,0.0
中京,芝,1600,マインドユアビスケッツ,3,0,1,0.0,0.3333
中京,芝,1600,マクフィ,2,0,2,0.0,1.0
中京,芝,1600,マジェスティックウォリアー,2,0,0,0.0,0.0
中京,芝,1600,マツリダゴッホ,4,0,2,0.0,0.5
中京,芝,1600,ミッキーアイル,1,0,0,0.0,0.0
中京,芝,1600,メイショウボーラー,2,0,0,0.0,0.0
中京,芝,1600,モーリス,23,1,5,0.0435,0.2174
中京,芝,1600,ヤマカツエース,2,0,1,0.0,0.5
中京,芝,1600,ラブリーデイ,5,0,2,0.0,0.4
中京,芝,1600,リアルインパクト,2,0,1,0.0,0.5
中京,芝,1600,リアルスティール,4,0,0,0.0,0.0
中京,芝,1600,リオンディーズ,14,1,3,0.0714,0.2143
中京,芝,1600,リーチザクラウン,1,0,1,0.0,1.0
中京,芝,1600,ルーラーシップ,16,3,4,0.1875,0.25
中京,芝,1600,レッドスパーダ,2,0,1,0.0,0.5
中京,芝,1600,レッドファルクス,1,0,0,0.0,0.0
中京,芝,1600,ロゴタイプ,2,0,0,0.0,0.0
中京,芝,1600,ローエングリン,1,0,0,0.0,0.0
中京,芝,1600,ローズキングダム,2,0,0,0.0,0.0
中京,芝,1600,ロードカナロア,40,4,11,0.1,0.275
中京,芝,1600,ローレルゲレイロ,4,0,1,0.0,0.25
中京,芝,1600,ワークフォース,1,0,0,0.0,0.0
中京,芝,1600,ワールドエース,4,0,0,0.0,0.0
中京,芝,1600,ヴァンセンヌ,2,0,0,0.0,0.0
中京,芝,1600,ヴィクトワールピサ,10,4,5,0.4,0.5
中京,芝,2000,Bayern,1,0,0,0.0,0.0
中京,芝,2000,English Channel,3,0,0,0.0,0.0
中京,芝,2000,Frankel,2,0,0,0.0,0.0
中京,芝,2000,Golden Horn,1,0,0,0.0,0.0
中京,芝,2000,Gun Runner,1,0,0,0.0,0.0
中京,芝,2000,Kingman,1,0,0,0.0,0.0
中京,芝,2000,Lope de Vega,1,1,1,1.0,1.0
中京,芝,2000,Oscar Performance,1,0,0,0.0,0.0
中京,芝,2000,Shamardal,1,0,1,0.0,1.0
中京,芝,2000,アイルハヴアナザー,3,0,0,0.0,0.0
中京,芝,2000,アジアエクスプレス,1,0,0,0.0,0.0
中京,芝,2000,アドマイヤムーン,3,1,1,0.3333,0.3333
中京,芝,2000,アメリカンペイトリオット,3,0,0,0.0,0.0
中京,芝,2000,イスラボニータ,2,2,2,1.0,1.0
中京,芝,2000,エイシンヒカリ,1,0,0,0.0,0.0
中京,芝,2000,エイシンフラッシュ,2,0,0,0.0,0.0
中京,芝,2000,エピファネイア,27,4,8,0.1481,0.2963
中京,芝,2000,オルフェーヴル,18,2,6,0.1111,0.3333
中京,芝,2000,カレンブラックヒル,5,0,0,0.0,0.0
中京,芝,2000,キズナ,25,2,8,0.08,0.32
中京,芝,2000,キタサンブラック,22,2,10,0.0909,0.4545
中京,芝,2000,キングカメハメハ,12,1,1,0.0833,0.0833
中京,芝,2000,キングヘイロー,2,0,0,0.0,0.0
中京,芝,2000,キンシャサノキセキ,1,0,0,0.0,0.0
中京,芝,2000,クロフネ,1,0,0,0.0,0.0
中京,芝,2000,グラスワンダー,1,0,0,0.0,0.0
中京,芝,2000,グランプリボス,5,0,2,0.0,0.4
中京,芝,2000,グレーターロンドン,1,0,0,0.0,0.0
中京,芝,2000,ケープブランコ,3,0,1,0.0,0.3333
中京,芝,2000,ゴスホークケン,1,0,0,0.0,0.0
中京,芝,2000,ゴールドシップ,21,2,5,0.0952,0.2381
中京,芝,2000,サトノアラジン,4,0,0,0.0,0.0
中京,芝,2000,サトノダイヤモンド,4,1,1,0.25,0.25
中京,芝,2000,シルバーステート,12,2,6,0.1667,0.5
中京,芝,2000,ジャスタウェイ,11,1,4,0.0909,0.3636
